date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2017-04-03,118.38,118.38,117.394,117.99,63134,63134,-0.27,-0.228,117.775,"Apr 3, 17",-0.009070294784580485
2017-04-04,117.8,118.0737,117.6719,118.06,78644,78644,0.07,0.059,117.8696,"Apr 4, 17",-0.008482405307802057
2017-04-05,118.48,118.9034,117.53,117.63,33202,33202,-0.43,-0.364,118.09,"Apr 5, 17",-0.012093726379440646
2017-04-06,117.74,118.2195,117.65,118,13081,13081,0.37,0.315,118.0177,"Apr 6, 17",-0.008986310573612105
2017-04-07,117.84,118.21,117.69,117.84,16613,16613,-0.16,-0.136,117.8526,"Apr 7, 17",-0.010330057949105484
2017-04-10,118.04,118.415,117.89,118.01,14032,14032,0.17,0.144,118.1457,"Apr 10, 17",-0.008902326362643723
2017-04-11,117.89,117.94,117.0869,117.94,28837,28837,-0.07,-0.059,117.553,"Apr 11, 17",-0.009490215839422151
2017-04-12,117.79,117.79,117.248,117.35,15969,15969,-0.59,-0.5,117.4644,"Apr 12, 17",-0.01444528428655412
2017-04-13,117.19,117.5,116.57,116.57,13466,13466,-0.78,-0.665,117.162,"Apr 13, 17",-0.02099605274208449
2017-04-17,116.7,117.56,116.67,117.53,31588,31588,0.96,0.824,116.8874,"Apr 17, 17",-0.012933568489123979
2017-04-18,117.22,117.44,116.95,117.31,35884,35884,-0.22,-0.187,117.3099,"Apr 18, 17",-0.014781221130427404
2017-04-19,117.67,117.88,117.049,117.16,37979,37979,-0.15,-0.128,117.3861,"Apr 19, 17",-0.016040984294952522
2017-04-20,117.52,118.2899,117.35,118.21,23174,23174,1.05,0.896,117.9105,"Apr 20, 17",-0.00722264214327706
2017-04-21,118.09,118.09,117.55,117.9084,34964,34964,-0.3016,-0.255,117.8861,"Apr 21, 17",-0.009755605946082078
2017-04-24,118.94,119.16,118.7675,118.98,25456,25456,1.0716,0.909,118.9435,"Apr 24, 17",-0.000755857898714951
2017-04-25,119.44,119.8803,119.342,119.76,30298,30298,0.78,0.656,119.7083,"Apr 25, 17",0.00579491055681542
2017-04-26,119.73,120.2399,119.7,119.7,23802,23802,-0.06,-0.05,119.9424,"Apr 26, 17",0.005291005291005372
2017-04-27,119.81,119.942,119.508,119.78,27154,27154,0.08,0.067,119.7821,"Apr 27, 17",0.005962878978752062
2017-04-28,120.08,120.08,119.41,119.47,18013,18013,-0.31,-0.259,119.7237,"Apr 28, 17",0.003359368438733566
2017-05-01,119.72,120,119.505,119.8899,15765,15765,0.4199,0.351,119.7379,"May 1, 17",0.006885865457294063
2017-05-02,119.88,119.88,119.5357,119.73,12501,12501,-0.1599,-0.133,119.6357,"May 2, 17",0.0055429579239103955
2017-05-03,119.4,119.62,119.23,119.62,5676,5676,-0.11,-0.092,119.4006,"May 3, 17",0.004619131603258683
2017-05-04,119.57,119.75,119.1595,119.55,8512,8512,-0.07,-0.059,119.4605,"May 4, 17",0.004031242126480255
2017-05-05,119.83,120.2,119.71,120.2,9212,9212,0.65,0.544,119.8721,"May 5, 17",0.009490215839422271
2017-05-08,120.15,120.15,119.8772,120.04,11262,11262,-0.16,-0.133,120.0236,"May 8, 17",0.008146468463928892
2017-05-09,120.22,120.2806,119.7698,119.8401,270865,270865,-0.1999,-0.167,119.9478,"May 9, 17",0.00646762408667182
2017-05-10,119.99,120.22,119.85,120.22,21848,21848,0.3799,0.317,120.0117,"May 10, 17",0.009658184261358912
2017-05-11,119.93,119.99,119.293,119.91,16903,16903,-0.31,-0.258,119.7739,"May 11, 17",0.007054673721340417
2017-05-12,119.82,119.82,119.5603,119.64,12451,12451,-0.27,-0.225,119.6514,"May 12, 17",0.004787100025195326
2017-05-15,119.82,120.416,119.82,120.27,15861,15861,0.63,0.527,120.1591,"May 15, 17",0.010078105316200578
2017-05-16,120.47,120.47,120.0953,120.23,16559,16559,-0.04,-0.033,120.2378,"May 16, 17",0.009742168472327294
2017-05-17,119.25,119.4,118.06,118.0681,29083,29083,-2.1619,-1.798,118.734,"May 17, 17",-0.008414378096917714
2017-05-18,117.95,118.8601,117.79,118.55,24948,24948,0.4819,0.408,118.3829,"May 18, 17",-0.004367178970353541
2017-05-19,118.87,119.737,118.87,119.34,25732,25732,0.79,0.666,119.3697,"May 19, 17",0.0022675736961452106
2017-05-22,119.62,120.0699,119.62,120,21861,21861,0.66,0.553,119.8832,"May 22, 17",0.007810531620055487
2017-05-23,120.25,120.29,119.93,120.22,17871,17871,0.22,0.183,120.1652,"May 23, 17",0.009658184261358912
2017-05-24,120.319,120.5,120.21,120.5,10036,10036,0.28,0.233,120.3166,"May 24, 17",0.012009742168472386
2017-05-25,120.75,121.17,120.7453,121,17295,17295,0.5,0.415,121.034,"May 25, 17",0.016208952716889283
2017-05-26,120.92,121.3,120.9141,121.04,15150,15150,0.04,0.033,121.0027,"May 26, 17",0.016544889560762686
2017-05-30,120.79,120.96,120.7,120.83,12450,12450,-0.21,-0.173,120.8745,"May 30, 17",0.014781221130427524
2017-05-31,121,121,120.44,120.85,10098,10098,0.02,0.017,120.6869,"May 31, 17",0.014949189552364166
2017-06-01,121.13,121.84,121.0533,121.84,8712,8712,0.99,0.819,121.4997,"Jun 1, 17",0.0232636264382297
2017-06-02,121.96,122.38,121.88,122.31,14294,14294,0.47,0.386,122.237,"Jun 2, 17",0.027210884353741575
2017-06-05,122.22,122.3433,122.121,122.29,5059,5059,-0.02,-0.016,122.2754,"Jun 5, 17",0.027042915931804933
2017-06-06,121.81,122.0399,121.76,121.76,11080,11080,-0.53,-0.433,121.8769,"Jun 6, 17",0.022591752750483012
2017-06-07,121.97,122.07,121.64,121.91,16650,16650,0.15,0.123,121.8944,"Jun 7, 17",0.023851515915008007
2017-06-08,122,122.327,121.9,122.12,16429,16429,0.21,0.172,122.1162,"Jun 8, 17",0.025615184345343173
2017-06-09,122.27,122.78,121.34,121.98,27194,27194,-0.14,-0.115,122.0028,"Jun 9, 17",0.024439405391786437
2017-06-12,121.75,121.89,121.49,121.88,15444,15444,-0.1,-0.082,121.7104,"Jun 12, 17",0.023599563282102984
2017-06-13,122.25,122.54,122.18,122.54,10093,10093,0.66,0.542,122.3709,"Jun 13, 17",0.02914252120601338
2017-06-14,122.72,122.72,121.93,122.37,9976,9976,-0.17,-0.139,122.4478,"Jun 14, 17",0.027714789619551622
2017-06-15,121.58,122.11,121.4739,121.99,12544,12544,-0.38,-0.311,121.7886,"Jun 15, 17",0.024523389602754696
2017-06-16,122.11,122.11,121.7,121.95,7494,7494,-0.04,-0.033,121.9309,"Jun 16, 17",0.024187452758881414
2017-06-19,122.65,123.11,122.643,123.07,10455,10455,1.12,0.918,122.9231,"Jun 19, 17",0.03359368438733518
2017-06-20,122.92,122.92,122.28,122.28,11131,11131,-0.79,-0.642,122.5995,"Jun 20, 17",0.026958931720836552
2017-06-21,122.39,122.5399,122,122.16,10260,10260,-0.12,-0.098,122.238,"Jun 21, 17",0.02595112118921646
2017-06-22,122.25,122.48,122.09,122.21,26565,26565,0.05,0.041,122.3537,"Jun 22, 17",0.02637104224405812
2017-06-23,122.26,122.5399,122.1806,122.44,5891,5891,0.23,0.188,122.3909,"Jun 23, 17",0.02830267909632993
2017-06-26,122.72,123.06,122.33,122.5112,13464,13464,0.0712,0.058,122.6883,"Jun 26, 17",0.028900646678424534
2017-06-27,121.86,122.02,121.05,121.05,18900,18900,-1.4612,-1.193,121.5309,"Jun 27, 17",0.01662887377173095
2017-06-28,121.51,122.1855,121.4584,122.08,9307,9307,1.03,0.851,121.919,"Jun 28, 17",0.02527924750146977
2017-06-29,122.25,122.25,120.36,121.14,18636,18636,-0.94,-0.77,121.0577,"Jun 29, 17",0.01738473167044602
2017-06-30,121.5,121.683,121.22,121.33,14319,14319,0.19,0.157,121.4086,"Jun 30, 17",0.01898043167884442
2017-07-03,121.69,122.03,121.57,121.57,22526,22526,0.24,0.198,121.892,"Jul 3, 17",0.02099605274208449
2017-07-05,121.78,121.835,121.24,121.76,18509,18509,0.19,0.156,121.6708,"Jul 5, 17",0.022591752750483012
2017-07-06,121.26,121.26,120.52,120.58,11973,11973,-1.18,-0.969,120.9828,"Jul 6, 17",0.012681615856219075
2017-07-07,120.84,121.4033,120.84,121.4,8195,8195,0.82,0.68,121.2022,"Jul 7, 17",0.019568321155622848
2017-07-10,121.32,121.67,121.14,121.51,22991,22991,0.11,0.091,121.4572,"Jul 10, 17",0.02049214747627456
2017-07-11,121.42,121.56,120.95,121.42,8417,8417,-0.09,-0.074,121.3458,"Jul 11, 17",0.01973628957755949
2017-07-12,121.91,122.4,121.91,122.29,12551,12551,0.87,0.717,122.2001,"Jul 12, 17",0.027042915931804933
2017-07-13,122.35,122.54,121.79,122.54,78602,78602,0.25,0.204,122.4202,"Jul 13, 17",0.02914252120601338
2017-07-14,122.59,123.2797,122.59,123.09,14357,14357,0.55,0.449,122.8289,"Jul 14, 17",0.033761652809271944
2017-07-17,123.12,123.2299,123.05,123.09,7674,7674,0,0,123.1459,"Jul 17, 17",0.033761652809271944
2017-07-18,122.86,123.14,122.651,123.1,10241,10241,0.01,0.008,122.9044,"Jul 18, 17",0.0338456370202402
2017-07-19,123.32,123.83,123.32,123.83,16579,16579,0.73,0.593,123.5584,"Jul 19, 17",0.03997648442092891
2017-07-20,124,124.0599,123.7572,123.89,20652,20652,0.06,0.048,123.9356,"Jul 20, 17",0.040480389686738956
2017-07-21,123.51,123.75,123.46,123.74,12952,12952,-0.15,-0.121,123.5788,"Jul 21, 17",0.03922062652221384
2017-07-24,123.73,123.7972,123.48,123.73,11537,11537,-0.01,-0.008,123.6706,"Jul 24, 17",0.03913664231124558
2017-07-25,124.13,124.24,123.95,124.11,9967,9967,0.38,0.307,124.145,"Jul 25, 17",0.04232804232804238
2017-07-26,124.34,124.34,123.97,124.01,17262,17262,-0.1,-0.081,124.1492,"Jul 26, 17",0.04148820021835905
2017-07-27,124.38,124.38,123.14,123.82,25935,25935,-0.19,-0.153,123.703,"Jul 27, 17",0.03989250020996053
2017-07-28,123.46,123.74,123.38,123.65,15166,15166,-0.17,-0.137,123.5765,"Jul 28, 17",0.03846476862349889
2017-07-31,123.92,123.97,123.5,123.68,14873,14873,0.03,0.024,123.6908,"Jul 31, 17",0.038716721256403915
2017-08-01,123.87,124.2202,123.67,123.8101,26302,26302,0.1301,0.105,123.8339,"Aug 1, 17",0.03980935584110198
2017-08-02,124.1,124.1,123.33,123.87,14185,14185,0.0599,0.048,123.7816,"Aug 2, 17",0.04031242126480231
2017-08-03,123.85,123.85,123.49,123.62,12641,12641,-0.25,-0.202,123.6863,"Aug 3, 17",0.03821281599059387
2017-08-04,123.87,124.2202,123.67,123.8101,26302,26302,0.1901,0.154,123.8339,"Aug 4, 17",0.03980935584110198
2017-08-07,123.9,124.06,123.86,124.03,14641,14641,0.2199,0.178,123.9789,"Aug 7, 17",0.04165616864029569
2017-08-08,123.97,124.5564,123.63,123.77,11527,11527,-0.26,-0.21,124.1117,"Aug 8, 17",0.03947257915511886
2017-08-09,123.33,123.5901,122.99,123.5901,15697,15697,-0.1799,-0.145,123.3875,"Aug 9, 17",0.03796170319979855
2017-08-10,123.16,123.16,121.87,121.9,47597,47597,-1.6901,-1.368,122.5061,"Aug 10, 17",0.023767531704039748
2017-08-11,121.83,122.31,121.83,122.02,22146,22146,0.12,0.098,122.1117,"Aug 11, 17",0.02477534223565972
2017-08-14,122.99,123.4092,122.9,123.32,28251,28251,1.3,1.065,123.1512,"Aug 14, 17",0.03569328966154363
2017-08-15,123.55,123.55,123.12,123.37,10373,10373,0.05,0.041,123.2539,"Aug 15, 17",0.036113210716385416
2017-08-16,123.46,123.75,123.29,123.36,13106,13106,-0.01,-0.008,123.5525,"Aug 16, 17",0.03602922650541704
2017-08-17,123.06,123.26,121.61,121.66,15530,15530,-1.7,-1.378,122.4202,"Aug 17, 17",0.02175191064079956
2017-08-18,121.37,121.9406,121.1,121.3392,21294,21294,-0.3208,-0.264,121.373,"Aug 18, 17",0.01905769715293535
2017-08-21,121.32,121.55,120.99,121.52,12049,12049,0.1808,0.149,121.3069,"Aug 21, 17",0.020576131687242823
2017-08-22,121.77,122.76,121.77,122.72,24170,24170,1.2,0.987,122.3254,"Aug 22, 17",0.030654237003443403
2017-08-23,122.2,122.5,122.2,122.35,18497,18497,-0.37,-0.301,122.3794,"Aug 23, 17",0.02754682119761486
2017-08-24,122.51,122.51,121.99,122.08,80043,80043,-0.27,-0.221,122.1943,"Aug 24, 17",0.02527924750146977
2017-08-25,122.45,122.81,122.26,122.34,95099,95099,0.26,0.213,122.536,"Aug 25, 17",0.0274628369866466
2017-08-28,122.62,122.62,122.125,122.28,60560,60560,-0.06,-0.049,122.3042,"Aug 28, 17",0.026958931720836552
2017-08-29,121.56,122.58,121.56,122.45,70889,70889,0.17,0.139,122.1664,"Aug 29, 17",0.02838666330729831
2017-08-30,122.62,123.18,122.5744,123.06,22397,22397,0.61,0.498,122.9029,"Aug 30, 17",0.033509700176366924
2017-08-31,123.4,124.03,123.35,123.87,24108,24108,0.81,0.658,123.6873,"Aug 31, 17",0.04031242126480231
2017-09-01,124.12,124.2884,123.9809,124.17,24738,24738,0.3,0.242,124.1032,"Sep 1, 17",0.04283194759385243
2017-09-05,123.86,123.93,122.66,123.21,178792,178792,-0.96,-0.773,123.4976,"Sep 5, 17",0.03476946334089192
2017-09-06,123.57,123.72,123.26,123.55,30956,30956,0.34,0.276,123.5182,"Sep 6, 17",0.03762492651381544
2017-09-07,123.72,123.72,123.28,123.46,15947,15947,-0.09,-0.073,123.4315,"Sep 7, 17",0.03686906861510037
2017-09-08,123.26,123.619,123.21,123.37,29332,29332,-0.09,-0.073,123.4249,"Sep 8, 17",0.036113210716385416
2017-09-11,124.09,124.723,124.09,124.67,19188,19188,1.3,1.054,124.4875,"Sep 11, 17",0.047031158142269325
2017-09-12,124.92,125.125,124.83,125.1,16358,16358,0.43,0.345,125.0196,"Sep 12, 17",0.0506424792139078
2017-09-13,125,125.24,124.71,125.24,10169,10169,0.14,0.112,125.0634,"Sep 13, 17",0.051818258167464534
2017-09-14,124.97,125.2099,124.9687,125.12,13715,13715,-0.12,-0.096,125.156,"Sep 14, 17",0.05081044763584456
2017-09-15,125.13,125.39,125.083,125.39,28917,28917,0.27,0.216,125.1862,"Sep 15, 17",0.053078021331989654
2017-09-18,125.5,125.8049,125.5,125.67,10570,10570,0.28,0.223,125.6701,"Sep 18, 17",0.055429579239103126
2017-09-19,125.81,125.8199,125.6208,125.75,19038,19038,0.08,0.064,125.7644,"Sep 19, 17",0.056101452926849815
2017-09-20,126,126,125.42,125.88,13883,13883,0.13,0.103,125.8243,"Sep 20, 17",0.05719324766943817
2017-09-21,125.83,125.83,125.534,125.54,8961,8961,-0.34,-0.27,125.6706,"Sep 21, 17",0.05433778449651477
2017-09-22,125.34,125.58,125.34,125.537,9891,9891,-0.003,-0.002,125.4952,"Sep 22, 17",0.05431258923322427
2017-09-25,125.49,125.6645,124.96,125.2988,14304,14304,-0.2382,-0.19,125.1921,"Sep 25, 17",0.052312085327958405
2017-09-26,125.04,125.132,124.82,124.82,15684,15684,-0.4788,-0.382,125.0234,"Sep 26, 17",0.04829092130679433
2017-09-27,125.27,125.6295,124.915,125.44,10540,10540,0.62,0.497,125.4453,"Sep 27, 17",0.05349794238683132
2017-09-28,125.42,125.58,125.2318,125.58,10562,10562,0.14,0.112,125.465,"Sep 28, 17",0.05467372134038805
2017-09-29,125.75,126.03,125.634,126.03,10255,10255,0.45,0.358,125.8672,"Sep 29, 17",0.05845301083396329
2017-10-02,125.92,126.5399,125.88,126.52,61138,61138,0.49,0.389,126.3528,"Oct 2, 17",0.0625682371714118
2017-10-03,126.67,126.84,126.571,126.83,15524,15524,0.31,0.245,126.7133,"Oct 3, 17",0.06517174771143029
2017-10-04,126.83,127.1196,126.62,127.0214,15082,15082,0.1914,0.151,126.9506,"Oct 4, 17",0.0667792055093643
2017-10-05,127.16,127.74,127.16,127.74,8667,8667,0.7186,0.566,127.5236,"Oct 5, 17",0.07281431090954903
2017-10-06,127.44,127.64,127.37,127.6,20830,20830,-0.14,-0.11,127.5335,"Oct 6, 17",0.07163853195599229
2017-10-09,127.8,127.8,127.2464,127.35,9806,9806,-0.25,-0.196,127.5083,"Oct 9, 17",0.06953892668178384
2017-10-10,127.72,127.88,127.43,127.69,12617,12617,0.34,0.267,127.5706,"Oct 10, 17",0.07239438985470736
2017-10-11,127.62,127.88,127.55,127.88,13187,13187,0.19,0.149,127.7164,"Oct 11, 17",0.07399008986310576
2017-10-12,127.74,127.8705,127.58,127.7,11492,11492,-0.18,-0.141,127.7569,"Oct 12, 17",0.07247837406567574
2017-10-13,127.93,128.0599,127.7116,127.89,9991,9991,0.19,0.149,127.928,"Oct 13, 17",0.07407407407407414
2017-10-16,128.03,128.15,127.821,127.94,11679,11679,0.05,0.039,127.9449,"Oct 16, 17",0.0744939951289158
2017-10-17,128.05,128.05,127.851,128.03,21129,21129,0.09,0.07,127.9419,"Oct 17, 17",0.07524985302763088
2017-10-18,128.44,128.44,128.1032,128.18,15507,15507,0.15,0.117,128.2688,"Oct 18, 17",0.07650961619215599
2017-10-19,127.74,128.21,127.4725,128.21,21292,21292,0.03,0.023,127.8038,"Oct 19, 17",0.07676156882506102
2017-10-20,128.68,128.84,128.5759,128.8,10783,10783,0.59,0.46,128.7008,"Oct 20, 17",0.08171663727219299
2017-10-23,128.99,128.99,128.313,128.37,44770,44770,-0.43,-0.334,128.9207,"Oct 23, 17",0.0781053162005544
2017-10-24,128.67,128.715,128.45,128.48,20346,20346,0.11,0.086,128.5391,"Oct 24, 17",0.07902914252120599
2017-10-25,128.39,128.4082,127.25,127.88,33533,33533,-0.6,-0.467,127.8073,"Oct 25, 17",0.07399008986310576
2017-10-26,128.01,128.329,128.01,128.18,40845,40845,0.3,0.235,128.1527,"Oct 26, 17",0.07650961619215599
2017-10-27,128.54,129.0964,128.28,129.0964,52840,52840,0.9164,0.715,128.9688,"Oct 27, 17",0.08420592928529433
2017-10-30,128.86,128.947,128.5162,128.66,13158,13158,-0.4364,-0.338,128.7106,"Oct 30, 17",0.08054085831863612
2017-10-31,128.84,128.99,128.601,128.8,10887,10887,0.14,0.109,128.8676,"Oct 31, 17",0.08171663727219299
2017-11-01,129.29,129.53,128.8056,128.95,13381,13381,0.15,0.116,129.1599,"Nov 1, 17",0.08297640043671786
2017-11-02,129,129.05,128.5475,129.02,29802,29802,0.07,0.054,128.9148,"Nov 2, 17",0.08356428991349642
2017-11-03,129.13,129.4325,128.926,129.4,11666,11666,0.38,0.295,129.2463,"Nov 3, 17",0.08675568993029321
2017-11-06,129.42,129.7018,129.42,129.65,15285,15285,0.25,0.193,129.6057,"Nov 6, 17",0.08885529520450167
2017-11-07,129.73,129.866,129.2385,129.45,14840,14840,-0.2,-0.154,129.5041,"Nov 7, 17",0.08717561098513477
2017-11-08,129.4,129.76,129.31,129.7,12996,12996,0.25,0.193,129.6316,"Nov 8, 17",0.0892752162593432
2017-11-09,128.96,129.3297,128.36,129.22,38895,38895,-0.48,-0.37,128.8624,"Nov 9, 17",0.08524397413286307
2017-11-10,129.05,129.24,128.88,129.21,37261,37261,-0.01,-0.008,129.0527,"Nov 10, 17",0.08515998992189482
2017-11-13,128.85,129.46,128.85,129.36,24855,24855,0.15,0.116,129.1718,"Nov 13, 17",0.08641975308641993
2017-11-14,128.87,129.035,128.55,128.99,11309,11309,-0.37,-0.286,128.9201,"Nov 14, 17",0.08331233728059138
2017-11-15,128.42,128.67,127.97,128.31,12965,12965,-0.68,-0.527,128.327,"Nov 15, 17",0.07760141093474435
2017-11-16,128.88,129.7014,128.88,129.49,15265,15265,1.18,0.92,129.2551,"Nov 16, 17",0.08751154782900829
2017-11-17,129.3,129.4476,129.2776,129.3205,19044,19044,-0.1695,-0.131,129.3655,"Nov 17, 17",0.08608801545309497
2017-11-20,129.41,129.563,129.3299,129.46,16512,16512,0.1395,0.108,129.4576,"Nov 20, 17",0.08725959519610327
2017-11-21,130.06,130.38,130.06,130.38,12527,12527,0.92,0.711,130.2375,"Nov 21, 17",0.09498614260519025
2017-11-22,130.41,130.44,130.18,130.23,18806,18806,-0.15,-0.115,130.279,"Nov 22, 17",0.09372637944066513
2017-11-24,130.56,130.58,130.451,130.58,5033,5033,0.35,0.269,130.5343,"Nov 24, 17",0.09666582682455716
2017-11-27,130.58,130.6689,130.35,130.46,23733,23733,-0.12,-0.092,130.472,"Nov 27, 17",0.09565801629293706
2017-11-28,130.74,131.71,130.6,131.6356,25116,25116,1.1756,0.901,130.9127,"Nov 28, 17",0.10553120013437489
2017-11-29,131.79,132.08,131.4801,131.71,11354,11354,0.0744,0.057,131.808,"Nov 29, 17",0.10615604266397931
2017-11-30,132.21,133.23,132.09,132.8,31544,31544,1.09,0.828,132.6575,"Nov 30, 17",0.11531032165952816
2017-12-01,132.58,132.88,130.5201,132.5001,39241,39241,-0.2999,-0.226,131.9221,"Dec 1, 17",0.11279163517258764
2017-12-04,133.54,133.69,132.4001,132.4001,49218,49218,-0.1,-0.075,133.1059,"Dec 4, 17",0.11195179306290431
2017-12-05,132.28,132.732,131.8191,131.8191,24612,24612,-0.581,-0.439,132.1653,"Dec 5, 17",0.10707231040564373
2017-12-06,131.48,131.9006,131.48,131.68,47184,47184,-0.1391,-0.106,131.7663,"Dec 6, 17",0.10590409003107427
2017-12-07,131.63,132.37,131.42,132.17,16578,16578,0.49,0.372,132.1161,"Dec 7, 17",0.11001931636852268
2017-12-08,132.84,132.92,132.48,132.89,21764,21764,0.72,0.545,132.765,"Dec 8, 17",0.116066179558243
2017-12-11,132.95,133.297,132.71,133.2376,18799,18799,0.3476,0.262,133.1082,"Dec 11, 17",0.11898547073150242
2017-12-12,133.49,133.7373,133.29,133.49,20576,20576,0.2524,0.189,133.6025,"Dec 12, 17",0.12110523221634346
2017-12-13,133.63,133.879,133.5054,133.5054,25248,25248,0.0154,0.012,133.706,"Dec 13, 17",0.1212345679012347
2017-12-14,133.55,133.73,132.9,133.199,11284,11284,-0.3064,-0.23,133.451,"Dec 14, 17",0.11866129167716485
2017-12-15,134.09,134.339,133.45,134.0472,15142,15142,0.8482,0.637,134.03,"Dec 15, 17",0.1257848324514992
2017-12-18,135.025,135.129,134.81,134.87,60525,60525,0.8228,0.614,135.0045,"Dec 18, 17",0.13269505332997406
2017-12-19,134.21,134.6,133.7839,133.86,32069,32069,-1.01,-0.749,134.1524,"Dec 19, 17",0.12421264802217201
2017-12-20,133.82,134.31,133.6,133.78,13736,13736,-0.08,-0.06,133.8827,"Dec 20, 17",0.1235407743344252
2017-12-21,133.89,134.4251,133.85,134.1996,31068,31068,0.4196,0.314,134.1078,"Dec 21, 17",0.1270647518266567
2017-12-22,133.94,134.05,133.78,133.98,15609,15609,-0.2196,-0.164,133.9311,"Dec 22, 17",0.12522045855379185
2017-12-26,133.76,134.04,133.67,133.78,15367,15367,-0.2,-0.149,133.7809,"Dec 26, 17",0.1235407743344252
2017-12-27,134,134.11,133.809,133.82,20966,20966,0.04,0.03,133.9544,"Dec 27, 17",0.12387671117829849
2017-12-28,134.12,134.29,134.0436,134.27,24122,24122,0.45,0.336,134.1068,"Dec 28, 17",0.12765600067187383
2017-12-29,134.37,134.56,133.62,133.62,16143,16143,-0.65,-0.484,134.0863,"Dec 29, 17",0.12219702695893182
2018-01-02,134.22,134.65,133.9,134.65,73355,73355,1.03,0.771,134.3844,"Jan 2, 18",0.13084740068867065
2018-01-03,134.81,135.549,134.81,135.4,26340,26340,0.75,0.557,135.2321,"Jan 3, 18",0.137146216511296
2018-01-04,135.92,136.27,135.91,135.98,161476,161476,0.58,0.428,136.0673,"Jan 4, 18",0.14201730074745947
2018-01-05,136.47,136.8703,136.23,136.81,30177,30177,0.83,0.61,136.4848,"Jan 5, 18",0.1489879902578316
2018-01-08,136.69,137.1877,136.66,137.1877,33422,33422,0.3777,0.276,136.8736,"Jan 8, 18",0.15216007390610578
2018-01-09,137.37,137.72,137.2414,137.44,32926,32926,0.2523,0.184,137.4934,"Jan 9, 18",0.15427899554883687
2018-01-10,136.94,137.34,136.635,137.19,16559,16559,-0.25,-0.182,137.0242,"Jan 10, 18",0.15217939027462843
2018-01-11,137.6,138.24,137.5201,138.18,21711,21711,0.99,0.722,137.8775,"Jan 11, 18",0.16049382716049396
2018-01-12,138.45,139.1796,138.45,139.09,27689,27689,0.91,0.659,138.859,"Jan 12, 18",0.16813639035861266
